OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,GarageFinish,KitchenQual,BsmtQual,ExterQual,Predicted_Price
6,28.57376574024264,1.0,264.0,1045.0,33.73192281191644,1,6,1963,1963,1,16.049574940745757,11.204495012747543,43.24625678898149,168988.25
6,34.029561437205174,1.0,162.0,901.0,28.917502893542093,1,6,1935,1998,2,7.08229763200546,11.204495012747543,43.24625678898149,149314.52
6,41.09767092329697,2.0,324.0,972.0,31.932563136218523,2,12,1910,1950,2,16.049574940745757,11.204495012747543,43.24625678898149,196415.64
5,32.96152141660817,2.0,472.0,240.0,27.38851349152583,1,6,1910,2003,2,7.08229763200546,11.204495012747543,43.24625678898149,146164.18
5,35.24327521451632,0.0,0.0,504.0,25.91039695732692,2,7,1910,2002,2,16.049574940745757,11.204495012747543,14.923808477528233,150537.1
5,36.50230701614317,2.0,400.0,690.0,29.119471907359063,1,7,1939,1950,2,16.049574940745757,11.204495012747543,43.24625678898149,151863.08
4,38.301714325004646,0.0,0.0,600.0,35.03299460856952,2,8,1920,1950,2,2.0802220739614103,1.7834581122710063,3.176181137068769,132655.87
5,35.00830803204037,0.0,0.0,801.0,27.107293415184646,1,6,1910,1950,2,16.049574940745757,1.7834581122710063,43.24625678898149,141338.74
5,33.293277213338634,1.0,308.0,768.0,26.043141863726696,1,6,1950,1970,2,16.049574940745757,11.204495012747543,43.24625678898149,152746.02
4,24.757692570570907,2.0,288.0,861.0,28.917502893542093,1,5,1920,1950,2,16.049574940745757,1.7834581122710063,43.24625678898149,116831.46
2,17.572272732220245,1.0,308.0,0.0,20.034116810147932,1,4,1940,1950,2,16.049574940745757,11.204495012747543,43.24625678898149,67411.81
5,23.08128614233116,1.0,287.0,624.0,26.82234105032851,1,5,1923,1950,2,16.049574940745757,1.7834581122710063,14.923808477528233,119990.5
4,35.867640617845005,2.0,720.0,677.0,28.091110908978447,2,7,1910,1950,2,7.08229763200546,1.7834581122710063,14.923808477528233,150373.53
6,41.77741413204494,1.0,357.0,917.0,34.78235078474144,2,8,1900,1950,2,0.0,1.7834581122710063,43.24625678898149,187605.94
6,32.68635265496433,1.0,280.0,624.0,22.263559905286048,1,5,1917,2007,2,0.0,11.204495012747543,43.24625678898149,144919.89
4,23.6838753484997,0.0,0.0,624.0,27.57398476531794,1,5,1910,1950,2,16.049574940745757,11.204495012747543,43.24625678898149,108598.25
6,35.46230726349147,1.0,207.0,972.0,33.70810128674477,1,6,1920,1950,2,16.049574940745757,11.204495012747543,3.176181137068769,155247.61
6,36.01456254055183,3.0,640.0,741.0,26.436358475058167,1,8,1910,2002,2,7.08229763200546,11.204495012747543,43.24625678898149,201759.3
3,23.208687954279142,0.0,0.0,245.0,26.981116728686125,1,5,1900,1950,2,16.049574940745757,1.7834581122710063,43.24625678898149,96178.75
6,34.79901475469009,1.0,216.0,1022.0,41.705662166066325,1,6,1923,1950,2,7.08229763200546,11.204495012747543,43.24625678898149,149133.24
5,37.724438847618835,1.0,336.0,297.0,32.662589231494486,2,7,1930,1982,2,16.049574940745757,11.204495012747543,43.24625678898149,155252.59
5,30.314608179842438,1.0,320.0,468.0,27.757892187533855,1,6,1924,1950,0,16.049574940745757,11.204495012747543,43.24625678898149,128690.0
5,27.612280819144715,1.0,264.0,960.0,32.51326757041009,1,5,1925,1999,2,16.049574940745757,11.204495012747543,43.24625678898149,130892.25
5,36.81354501897941,1.0,250.0,952.0,32.48829519167166,2,6,1938,1950,2,16.049574940745757,11.204495012747543,43.24625678898149,144248.37
5,29.07378956748703,5.0,1184.0,1072.0,34.36712432232776,1,5,1925,1950,2,16.049574940745757,11.204495012747543,43.24625678898149,128244.42
6,39.102762666077695,2.0,576.0,1048.0,33.803258242074804,2,8,1915,1950,2,16.049574940745757,11.204495012747543,43.24625678898149,203185.11
7,41.09767092329697,1.0,216.0,672.0,38.66630836423012,2,8,1915,1994,2,16.049574940745757,11.204495012747543,43.24625678898149,259605.02
5,43.038164349271824,0.0,0.0,1040.0,34.73652917832688,2,11,1922,1950,2,16.049574940745757,11.204495012747543,43.24625678898149,143583.42
6,40.944299711987064,1.0,316.0,720.0,36.035150444416544,2,8,1927,1950,2,16.049574940745757,11.204495012747543,43.24625678898149,202045.84
6,34.72883210856797,1.0,379.0,483.0,25.129918995712046,1,7,1915,2002,2,7.08229763200546,11.204495012747543,43.24625678898149,150746.19
7,40.20932843302147,0.0,0.0,1020.0,32.085347924295824,2,9,1902,2000,2,16.049574940745757,11.204495012747543,43.24625678898149,250977.38
6,37.87308312974427,1.0,384.0,1204.0,37.27612172238294,1,4,1927,1950,2,16.049574940745757,11.204495012747543,43.24625678898149,192498.35
4,25.459877185511417,0.0,0.0,858.0,29.79880419012917,1,5,1923,1950,2,7.08229763200546,5.407762715750125,43.24625678898149,122148.38
6,34.388976180687855,1.0,308.0,698.0,25.574734188600143,1,7,1915,1965,2,16.049574940745757,11.204495012747543,43.24625678898149,139308.07
4,20.649294536918593,1.0,220.0,560.0,23.80635966029763,1,4,1946,2001,2,2.0802220739614103,1.7834581122710063,43.24625678898149,122996.07
5,31.288717216673557,0.0,0.0,1200.0,37.19224741547416,3,5,1987,1988,2,16.049574940745757,5.407762715750125,43.24625678898149,168542.92
5,30.485846129241086,1.0,252.0,1152.0,36.16607908458148,2,6,1978,1978,2,16.049574940745757,5.407762715750125,43.24625678898149,169060.85
5,29.79213592828302,1.0,226.0,585.0,23.166289871120817,2,6,1934,1950,2,16.049574940745757,11.204495012747543,43.24625678898149,125685.0
5,28.704631117749017,1.0,668.0,1052.0,33.89807278029672,1,6,1967,1967,0,16.049574940745757,11.204495012747543,43.24625678898149,170716.5
6,28.366325202356062,2.0,504.0,456.0,33.46868840651239,1,5,1978,1978,0,16.049574940745757,5.407762715750125,43.24625678898149,184223.75
5,39.17330413711114,1.0,384.0,552.0,30.1311990150592,2,8,1961,1961,2,16.049574940745757,11.204495012747543,43.24625678898149,145601.55
6,30.245712103005204,2.0,480.0,1138.0,35.85961984298799,1,6,1960,1960,1,16.049574940745757,11.204495012747543,43.24625678898149,177320.0
5,42.451291486553096,1.0,336.0,825.0,51.68220062472271,1,9,1956,1956,2,16.049574940745757,11.204495012747543,43.24625678898149,145615.5
2,19.264115428267793,0.0,0.0,0.0,22.101868489727682,1,5,1947,1950,2,2.0802220739614103,11.204495012747543,43.24625678898149,62481.65
4,34.1018956653913,2.0,498.0,0.0,40.80596342106886,1,6,1954,1954,2,16.049574940745757,11.204495012747543,43.24625678898149,138679.15
5,29.092067260456115,1.0,340.0,1073.0,34.390361593481934,1,5,1956,1956,2,16.049574940745757,11.204495012747543,43.24625678898149,131055.5
6,37.53739105982938,1.0,240.0,747.0,29.79880419012917,1,6,1946,1950,2,7.08229763200546,11.204495012747543,43.24625678898149,191418.96
5,29.38224486755515,1.0,252.0,1089.0,34.75944968571066,1,5,1954,1954,1,16.049574940745757,5.407762715750125,43.24625678898149,152349.75
5,28.648653369930436,1.0,266.0,1049.0,33.82699384680998,2,5,1984,1984,0,7.08229763200546,5.407762715750125,14.923808477528233,178650.27
7,28.87161043573661,2.0,462.0,1054.0,34.11017074862632,1,4,1990,1991,2,7.08229763200546,5.407762715750125,14.923808477528233,214036.71
6,33.442465025151655,2.0,576.0,520.0,39.956413819713696,1,5,1983,1983,2,7.08229763200546,5.407762715750125,14.923808477528233,190164.0
7,40.378137436806334,2.0,473.0,1079.0,34.52936376387172,2,8,1993,1994,1,7.08229763200546,5.407762715750125,14.923808477528233,261926.33
5,41.8731679830859,2.0,576.0,0.0,38.98414529564122,1,7,1880,2007,2,16.049574940745757,11.204495012747543,14.923808477528233,153905.24
5,44.03953250080786,2.0,720.0,0.0,35.326268603630204,2,8,1979,1979,2,16.049574940745757,11.204495012747543,43.24625678898149,162398.77
5,36.200269504155855,2.0,400.0,0.0,43.518964633212605,2,8,1979,1979,2,16.049574940745757,11.204495012747543,43.24625678898149,132151.24
5,31.759383996730197,2.0,672.0,1094.0,37.79490763471773,0,6,1979,1979,2,7.08229763200546,5.407762715750125,43.24625678898149,181509.13
5,35.90779925828516,2.0,400.0,0.0,43.13996449921755,2,8,1979,1979,2,16.049574940745757,11.204495012747543,43.24625678898149,131519.82
7,49.09361224579662,4.0,820.0,1168.0,36.512270984642164,4,8,2000,2000,0,16.049574940745757,0.0,43.24625678898149,345768.37
7,49.09361224579662,4.0,820.0,1168.0,36.512270984642164,4,8,2000,2000,0,16.049574940745757,0.0,43.24625678898149,345768.37
7,49.09361224579662,4.0,820.0,1168.0,36.512270984642164,4,8,2000,2000,0,16.049574940745757,0.0,43.24625678898149,345768.37
9,38.045404296696965,3.0,1138.0,1555.0,45.916251379551106,1,8,2009,2009,0,0.0,0.0,0.0,449738.04
9,38.531418480806884,3.0,846.0,1720.0,46.54946482760961,2,8,2008,2008,1,0.0,0.0,0.0,447448.58
8,35.29822331733435,3.0,904.0,1468.0,42.35093053911816,2,6,2008,2008,1,7.08229763200546,5.407762715750125,14.923808477528233,331864.96
8,39.914175356335306,2.0,524.0,1838.0,48.354924704526965,2,7,2007,2008,1,7.08229763200546,0.0,14.923808477528233,306169.72
7,32.71709665155503,2.0,662.0,1282.0,39.02363961431682,2,6,2007,2007,1,7.08229763200546,5.407762715750125,14.923808477528233,245583.01
8,32.157003225440555,3.0,810.0,1254.0,38.30465347818135,2,5,2008,2008,1,7.08229763200546,5.407762715750125,14.923808477528233,313909.01
8,35.706330834107895,3.0,844.0,1498.0,42.87905049429414,2,7,2005,2006,0,7.08229763200546,0.0,14.923808477528233,361254.72
6,34.65843759391943,2.0,440.0,704.0,23.80635966029763,2,7,2005,2006,0,7.08229763200546,5.407762715750125,14.923808477528233,196457.91
7,38.99659090627265,2.0,525.0,1449.0,31.20687598287209,2,7,1992,1993,2,7.08229763200546,5.407762715750125,14.923808477528233,253065.92
5,27.513408831887645,1.0,440.0,990.0,32.388159166489416,1,5,1994,1994,1,16.049574940745757,11.204495012747543,43.24625678898149,167152.25
7,35.229518216642994,2.0,539.0,1463.0,42.26207482326208,2,5,1998,1998,0,16.049574940745757,5.407762715750125,43.24625678898149,251821.57
6,39.14981151095943,2.0,492.0,928.0,30.78235063930749,2,7,1998,1998,1,16.049574940745757,5.407762715750125,43.24625678898149,225108.12
7,34.96659860417706,2.0,577.0,1431.0,41.922186482681795,2,6,2002,2001,1,7.08229763200546,5.407762715750125,14.923808477528233,249298.85
7,35.625266610390625,2.0,608.0,1492.0,42.77410447112857,2,6,2001,2001,1,7.08229763200546,5.407762715750125,14.923808477528233,249298.33
5,25.78976125402578,1.0,343.0,907.0,30.213571749262524,1,5,1978,1978,2,16.049574940745757,5.407762715750125,43.24625678898149,167597.75
5,25.94162777924663,2.0,444.0,914.0,30.404671477949417,1,5,1979,1979,2,16.049574940745757,11.204495012747543,43.24625678898149,167289.22
7,37.184451921103076,3.0,1231.0,1569.0,44.79633096996544,2,6,2002,2002,1,7.08229763200546,5.407762715750125,14.923808477528233,317183.15
8,43.60320860273357,2.0,570.0,1068.0,34.2739727956138,2,8,2003,2003,1,7.08229763200546,5.407762715750125,14.923808477528233,304131.35
7,38.591526712027104,2.0,550.0,840.0,28.300579537405596,2,6,2002,2002,1,7.08229763200546,5.407762715750125,14.923808477528233,248667.5
7,40.2769797252595,2.0,608.0,944.0,31.20687598287209,2,6,2001,2001,1,7.08229763200546,5.407762715750125,14.923808477528233,261685.05
8,35.90779925828516,2.0,521.0,1462.0,43.13996449921755,2,5,1999,2000,0,7.08229763200546,5.407762715750125,14.923808477528233,274985.81
8,39.79977699954098,2.0,523.0,1822.0,48.205338633023175,2,7,2002,2003,0,7.08229763200546,0.0,14.923808477528233,298166.86
7,34.58782952374881,2.0,511.0,1417.0,41.432936013277526,2,7,1997,1998,2,7.08229763200546,5.407762715750125,14.923808477528233,243336.75
8,37.06993655776912,3.0,810.0,1578.0,44.64754444767583,2,7,2007,2007,1,7.08229763200546,5.407762715750125,14.923808477528233,375884.56
6,34.2889046324891,2.0,440.0,608.0,19.849724137378097,2,6,2007,2007,0,7.08229763200546,5.407762715750125,14.923808477528233,195513.8
4,30.434623879460073,1.0,544.0,1014.0,36.10069123207596,1,7,1960,1971,0,16.049574940745757,11.204495012747543,43.24625678898149,168588.8
6,29.07378956748703,2.0,525.0,547.0,34.36712432232776,1,5,2005,2006,0,16.049574940745757,5.407762715750125,43.24625678898149,193264.8
4,25.101017953195683,1.0,320.0,876.0,29.348137410293226,1,5,1959,1959,2,16.049574940745757,11.204495012747543,43.24625678898149,149377.08
5,33.88420289352216,1.0,195.0,1078.0,40.52534474274479,1,6,1950,1950,1,16.049574940745757,1.7834581122710063,43.24625678898149,151730.0
5,38.020858590200724,0.0,0.0,1678.0,45.8842907188788,2,10,1959,1959,2,16.049574940745757,11.204495012747543,43.24625678898149,138287.5
5,36.528395085606185,1.0,313.0,1150.0,43.944495625873145,1,7,1956,1956,2,16.049574940745757,11.204495012747543,43.24625678898149,149215.5
5,32.839646362033506,1.0,256.0,720.0,28.713727966782358,1,6,1941,1950,2,16.049574940745757,11.204495012747543,43.24625678898149,146360.68
5,32.376524649818876,1.0,250.0,832.0,28.061025055751603,1,7,1938,1950,2,16.049574940745757,11.204495012747543,43.24625678898149,144616.5
6,31.9670596652699,1.0,180.0,583.0,21.565952463768184,1,6,1935,1950,2,16.049574940745757,11.204495012747543,43.24625678898149,138505.21
6,31.807487366715137,2.0,440.0,816.0,37.85654592565408,1,6,1916,2000,2,7.08229763200546,11.204495012747543,14.923808477528233,185351.87
7,31.743325560615386,1.0,215.0,600.0,20.751687357995518,1,6,1918,1990,2,16.049574940745757,11.204495012747543,43.24625678898149,213783.7
5,36.61948479908416,2.0,440.0,840.0,28.300579537405596,1,6,1940,1950,2,16.049574940745757,11.204495012747543,43.24625678898149,155314.0
5,32.45439298600186,1.0,307.0,1273.0,38.68627222047042,1,5,1960,1960,2,16.049574940745757,11.204495012747543,43.24625678898149,149143.34
7,46.42144384225659,2.0,400.0,920.0,38.0202841233116,2,13,1940,1950,2,16.049574940745757,11.204495012747543,43.24625678898149,260034.85
5,29.79213592828302,1.0,390.0,1112.0,35.28135351738426,1,6,1954,1954,2,16.049574940745757,11.204495012747543,43.24625678898149,135302.5
6,36.54142868505955,2.0,463.0,1561.0,43.96140539848328,2,6,1960,1960,0,16.049574940745757,11.204495012747543,43.24625678898149,200603.6
5,36.041179639648725,1.0,295.0,1067.0,32.287625518213346,2,7,1949,2005,2,2.0802220739614103,11.204495012747543,43.24625678898149,155828.1
6,40.67934707756747,2.0,576.0,1310.0,49.35644457289872,1,6,1954,1954,2,16.049574940745757,11.204495012747543,43.24625678898149,204976.46
6,28.328369011829253,2.0,452.0,516.0,14.828325764177304,1,5,1980,1980,2,16.049574940745757,11.204495012747543,43.24625678898149,158776.75
6,31.759383996730197,2.0,462.0,561.0,17.502891287020034,1,5,1980,1992,0,7.08229763200546,5.407762715750125,43.24625678898149,180258.85
6,31.759383996730197,2.0,462.0,561.0,17.502891287020034,1,5,1980,1980,0,16.049574940745757,5.407762715750125,43.24625678898149,165844.5
6,41.50968033261823,2.0,501.0,572.0,36.81175467770842,2,6,1986,1986,0,16.049574940745757,11.204495012747543,43.24625678898149,227001.43
7,45.35793414861966,2.0,551.0,1803.0,55.516222443389665,2,7,1971,2009,0,0.0,5.407762715750125,14.923808477528233,281992.05
5,43.44289890958357,2.0,576.0,760.0,30.78235063930749,2,11,1900,1993,2,7.08229763200546,11.204495012747543,43.24625678898149,162980.1
4,15.96538003416299,1.0,200.0,572.0,18.085544979119557,1,4,1925,1950,2,16.049574940745757,11.204495012747543,43.24625678898149,107249.98
8,37.64978668160229,2.0,482.0,1596.0,45.40134909941892,2,5,2007,2008,0,0.0,0.0,0.0,308581.8
2,23.535308337996604,1.0,280.0,0.0,27.38851349152583,1,4,1910,1950,2,16.049574940745757,11.204495012747543,3.176181137068769,71612.05
8,42.252923658554074,3.0,642.0,1107.0,33.612598519172025,2,7,2000,2001,0,7.08229763200546,5.407762715750125,14.923808477528233,349419.03
6,26.199001838144962,1.0,351.0,902.0,30.72875833487639,1,5,1977,1977,2,16.049574940745757,11.204495012747543,43.24625678898149,167298.9833333333
6,32.6709645640535,2.0,541.0,957.0,38.96437870409125,1,5,1977,1977,1,16.049574940745757,5.407762715750125,43.24625678898149,182204.98
5,36.98050182787591,2.0,672.0,1582.0,44.53137314688887,2,5,1991,1991,2,16.049574940745757,5.407762715750125,43.24625678898149,178385.68
9,42.08478107174774,3.0,780.0,2190.0,51.20040687422822,2,9,2008,2008,0,0.0,0.0,0.0,449498.56
9,37.56241139270553,3.0,885.0,1641.0,45.28769418725592,2,7,2008,2008,0,0.0,0.0,0.0,433486.75
6,44.12797922800863,2.0,440.0,712.0,40.65661282545215,2,7,1980,2006,0,7.08229763200546,5.407762715750125,43.24625678898149,238527.88
7,35.44867683490946,2.0,578.0,1645.0,42.54556477650947,2,7,1987,1989,0,7.08229763200546,5.407762715750125,43.24625678898149,245009.35
7,41.8519178776723,2.0,486.0,912.0,34.36712432232776,2,9,2003,2003,0,7.08229763200546,5.407762715750125,14.923808477528233,278994.66
9,41.4666008867599,3.0,920.0,1978.0,50.38864331181007,2,7,2007,2007,0,0.0,0.0,0.0,432500.72
5,27.866953902741155,1.0,384.0,1008.0,32.83570086125059,1,6,1968,1968,2,7.08229763200546,11.204495012747543,43.24625678898149,163023.0
5,34.403236774747505,2.0,504.0,1188.0,41.19467334320144,2,7,1969,2000,2,16.049574940745757,11.204495012747543,43.24625678898149,158693.77
5,23.183288163447155,1.0,336.0,796.0,26.94945598696605,1,4,1972,1972,2,16.049574940745757,5.407762715750125,43.24625678898149,166039.25
6,29.41822173387684,1.0,429.0,384.0,34.805232520192355,1,5,1993,1996,0,16.049574940745757,5.407762715750125,43.24625678898149,187726.7
5,25.258929691661066,2.0,698.0,828.0,29.54637932422731,1,5,1992,1993,2,16.049574940745757,5.407762715750125,43.24625678898149,174241.12
5,32.6709645640535,2.0,440.0,624.0,20.575177308431222,1,6,1992,1992,2,16.049574940745757,5.407762715750125,43.24625678898149,167274.13
5,37.44962264614481,2.0,898.0,784.0,26.56580514284848,1,7,1969,1969,1,16.049574940745757,11.204495012747543,14.923808477528233,191963.51
6,37.095430133647945,2.0,470.0,926.0,30.72875833487639,2,7,1997,1998,0,16.049574940745757,11.204495012747543,43.24625678898149,218247.76
6,35.32564960563223,2.0,420.0,680.0,22.896225297561674,2,7,1995,1996,0,16.049574940745757,5.407762715750125,43.24625678898149,201540.74
6,37.095430133647945,2.0,472.0,926.0,30.72875833487639,2,7,1998,1998,0,16.049574940745757,5.407762715750125,43.24625678898149,217738.62
6,37.499813678772526,2.0,386.0,916.0,30.45899122172865,2,7,1996,1996,0,16.049574940745757,5.407762715750125,43.24625678898149,224013.36
5,34.1163351513835,2.0,404.0,1348.0,40.82458242424077,2,7,1996,1997,2,7.08229763200546,5.407762715750125,14.923808477528233,168293.17
8,38.069926296989976,2.0,528.0,1664.0,45.94818302350978,1,6,1997,1997,0,7.08229763200546,0.0,14.923808477528233,306389.33
8,32.56294568742145,2.0,506.0,1280.0,38.825647652117816,2,5,1992,1992,1,7.08229763200546,5.407762715750125,14.923808477528233,260915.5
6,37.46217984241585,2.0,460.0,932.0,30.88917994423683,2,7,1998,1998,0,16.049574940745757,5.407762715750125,43.24625678898149,218875.12
6,38.39868301398017,2.0,416.0,836.0,28.62583199936589,2,7,1991,1991,0,7.08229763200546,5.407762715750125,43.24625678898149,232444.2
8,33.427590716975075,2.0,462.0,1337.0,39.937268240028786,2,5,1989,1989,1,7.08229763200546,5.407762715750125,14.923808477528233,267780.5
8,46.6026676451735,3.0,683.0,1168.0,36.512270984642164,3,9,2005,2005,0,0.0,0.0,14.923808477528233,408986.78
9,40.434171850289935,3.0,670.0,1884.0,49.03535240879717,2,7,2004,2004,0,0.0,0.0,0.0,415314.62
6,35.38040713870917,2.0,495.0,1632.0,42.457238486842265,1,7,1952,1952,2,16.049574940745757,11.204495012747543,43.24625678898149,171802.42
9,38.41077830826499,2.0,557.0,1710.0,46.392218951350884,2,6,2007,2007,1,0.0,0.0,0.0,316224.29
6,35.571070536562445,2.0,738.0,1488.0,42.703953964239325,2,6,1950,1950,1,16.049574940745757,11.204495012747543,43.24625678898149,190283.48
7,38.14335065941081,2.0,528.0,1675.0,46.04380457128669,2,6,1988,1988,1,0.0,5.407762715750125,14.923808477528233,246590.72
7,32.251354922804005,2.0,598.0,1260.0,38.425694347377814,2,6,1983,1983,2,16.049574940745757,5.407762715750125,14.923808477528233,229623.83
7,42.37837150323911,2.0,550.0,2048.0,51.58631406691255,2,7,1978,1978,0,7.08229763200546,5.407762715750125,14.923808477528233,256781.6
7,39.26706383098954,2.0,551.0,1782.0,47.50928048901952,2,6,1979,1979,0,7.08229763200546,5.407762715750125,14.923808477528233,237268.06
6,31.4684721531536,2.0,461.0,1211.0,37.42231843085102,2,6,1976,1976,0,7.08229763200546,5.407762715750125,43.24625678898149,185379.5
7,42.16897873143772,2.0,489.0,738.0,38.765994704002956,2,7,1980,1988,2,16.049574940745757,5.407762715750125,43.24625678898149,254626.51
5,32.99188590245732,2.0,484.0,720.0,24.3897487838727,1,7,1969,1969,2,16.049574940745757,11.204495012747543,43.24625678898149,165489.89
7,49.53304761262608,4.0,1314.0,1420.0,41.48766759481998,2,8,1978,1978,0,7.08229763200546,5.407762715750125,14.923808477528233,357558.75
6,34.96659860417706,2.0,473.0,1444.0,41.922186482681795,2,5,1976,1976,2,16.049574940745757,11.204495012747543,43.24625678898149,167769.29
8,45.12168386948633,3.0,787.0,1236.0,37.93852916575198,2,9,1996,1996,1,7.08229763200546,5.407762715750125,14.923808477528233,399989.76
5,39.383792824803216,2.0,480.0,896.0,29.910124788266067,2,8,1974,1974,2,16.049574940745757,5.407762715750125,43.24625678898149,163232.73
4,26.4107013701893,1.0,288.0,936.0,30.99554023727237,1,4,1969,1969,2,16.049574940745757,5.407762715750125,43.24625678898149,171658.0
5,24.826908856094754,2.0,576.0,864.0,29.004279627926312,1,5,1971,1971,2,16.049574940745757,5.407762715750125,43.24625678898149,168688.75
6,27.453835343173793,1.0,264.0,483.0,12.427772651098337,1,5,1973,1973,2,16.049574940745757,11.204495012747543,43.24625678898149,144370.75
6,27.453835343173793,1.0,352.0,483.0,12.427772651098337,1,5,1972,1972,2,16.049574940745757,11.204495012747543,43.24625678898149,146367.49666666667
5,32.90066761215033,1.0,264.0,630.0,20.839252640041142,2,6,1972,1972,2,16.049574940745757,11.204495012747543,43.24625678898149,153548.43
6,35.132994170654655,2.0,460.0,855.0,28.742950913286837,2,7,1975,1975,1,16.049574940745757,5.407762715750125,43.24625678898149,185897.0
7,28.760449086044865,2.0,440.0,1055.0,33.96896098457045,2,4,1977,1977,2,16.049574940745757,5.407762715750125,43.24625678898149,206210.21
8,36.81354501897941,3.0,905.0,1582.0,44.31457197557466,2,7,2007,2007,0,7.08229763200546,0.0,14.923808477528233,391302.8
8,46.275688822272556,3.0,650.0,2418.0,56.731500497565726,2,9,2007,2007,0,0.0,0.0,14.923808477528233,411840.78
9,41.163138385553474,3.0,706.0,1950.0,49.99055045816908,2,7,2007,2007,0,0.0,0.0,0.0,431776.67
9,48.766394467693694,3.0,850.0,1850.0,48.533632379167095,2,9,2006,2006,0,0.0,0.0,14.923808477528233,487259.29
10,49.11864577307161,4.0,1150.0,1620.0,45.14101739342522,2,10,2005,2006,0,0.0,0.0,0.0,530002.35
9,45.03617382770432,3.0,1003.0,1414.0,41.37811038349228,2,9,2005,2005,0,0.0,0.0,14.923808477528233,416566.01
8,42.62760081071025,3.0,656.0,948.0,31.311862267231525,2,10,2007,2007,0,7.08229763200546,5.407762715750125,0.0,380556.47
8,45.04568707875041,3.0,756.0,1148.0,36.55524817448467,2,9,2004,2004,0,0.0,0.0,14.923808477528233,392998.13
10,46.330428417249536,3.0,789.0,2535.0,56.80405559800515,1,7,2003,2003,0,0.0,0.0,0.0,420936.7
8,36.72317435445328,3.0,732.0,1603.0,44.197258228708215,2,7,2003,2004,0,7.08229763200546,5.407762715750125,14.923808477528233,354315.25
8,47.92040871273593,3.0,746.0,1479.0,43.17459812855913,2,10,2001,2002,0,7.08229763200546,0.0,14.923808477528233,459739.31
8,48.27350009389419,3.0,795.0,1765.0,47.843830692085824,2,9,2003,2003,0,7.08229763200546,0.0,14.923808477528233,430232.93
9,40.23189787151044,3.0,870.0,1858.0,48.77057776561194,2,7,2008,2008,0,0.0,5.407762715750125,0.0,452578.59
7,33.86961598054308,2.0,484.0,1367.0,40.50654709798633,2,6,2005,2005,1,7.08229763200546,5.407762715750125,14.923808477528233,242620.73
9,39.47680331890617,3.0,944.0,1800.0,47.783231147726404,2,6,2007,2008,1,0.0,0.0,0.0,433625.41
8,33.50186422724894,2.0,550.0,1342.0,40.0328775198977,2,6,2006,2007,0,7.08229763200546,5.407762715750125,14.923808477528233,272646.62
8,33.50186422724894,2.0,550.0,1342.0,40.0328775198977,2,6,2006,2007,1,7.08229763200546,5.407762715750125,14.923808477528233,267439.55
7,37.374146752952726,2.0,474.0,764.0,25.91039695732692,2,6,2003,2004,1,7.08229763200546,5.407762715750125,14.923808477528233,239367.32
7,35.11917272142234,3.0,644.0,1415.0,42.11939838303445,2,6,2003,2003,0,7.08229763200546,5.407762715750125,14.923808477528233,289121.54
7,36.73610480447881,3.0,668.0,1393.0,44.214042173399044,2,7,2004,2004,1,7.08229763200546,5.407762715750125,14.923808477528233,303165.41
7,32.030559558472625,2.0,428.0,1146.0,38.14249229966533,2,5,2007,2008,0,7.08229763200546,5.407762715750125,14.923808477528233,243210.25
6,35.93453448334732,2.0,393.0,789.0,27.48144687857065,2,8,2004,2004,0,7.08229763200546,5.407762715750125,14.923808477528233,212059.9
7,38.531418480806884,2.0,400.0,840.0,28.300579537405596,2,7,2002,2003,0,7.08229763200546,5.407762715750125,14.923808477528233,249666.56
7,41.552692531806926,2.0,434.0,847.0,28.50810237787927,2,9,2003,2003,0,7.08229763200546,5.407762715750125,14.923808477528233,280051.02
7,33.737911307559166,2.0,484.0,1350.0,40.336856610910004,2,6,2007,2008,1,7.08229763200546,5.407762715750125,14.923808477528233,242808.51
7,40.523584739306,2.0,431.0,982.0,32.83570086125059,2,8,2000,2001,1,16.049574940745757,5.407762715750125,14.923808477528233,253527.24
7,34.545361465034766,2.0,403.0,707.0,23.91710135240994,2,6,2002,2002,0,7.08229763200546,5.407762715750125,14.923808477528233,232767.1
7,44.95041735711572,2.0,400.0,1037.0,33.5407424306501,2,8,1999,2000,0,16.049574940745757,5.407762715750125,14.923808477528233,269661.3
7,37.68714044487696,2.0,450.0,831.0,29.262653717646838,2,7,1999,1999,0,16.049574940745757,5.407762715750125,43.24625678898149,240209.02
8,43.75269448329541,2.0,516.0,1173.0,36.81175467770842,2,9,1997,1997,0,7.08229763200546,5.407762715750125,14.923808477528233,312060.32
9,43.483060055696974,3.0,687.0,1519.0,43.48468763658382,2,8,2000,2000,1,0.0,0.0,14.923808477528233,421670.84
8,41.76675438322073,3.0,938.0,1982.0,50.78265435991075,2,5,1998,1998,0,7.08229763200546,5.407762715750125,14.923808477528233,415712.37
7,43.00757699871656,2.0,576.0,1064.0,34.18049503907936,2,12,1996,1997,1,7.08229763200546,0.0,14.923808477528233,293740.7
8,46.61170081441004,3.0,751.0,1242.0,38.243947190201574,2,9,1995,1995,1,7.08229763200546,5.407762715750125,14.923808477528233,393203.39
7,43.73280761970849,3.0,783.0,1080.0,35.19130197749154,2,9,1993,1994,0,7.08229763200546,5.407762715750125,14.923808477528233,312846.09
